Date,Open,High,Low,Close,Adj Close,Volume
2022-01-04,4.289999961853027,4.369999885559082,4.260000228881836,4.360000133514404,4.360000133514404,14416442
2022-01-05,4.369999885559082,4.380000114440918,4.320000171661377,4.349999904632568,4.349999904632568,11384358
2022-01-06,4.360000133514404,4.429999828338623,4.360000133514404,4.409999847412109,4.409999847412109,15288371
2022-01-07,4.420000076293945,4.46999979019165,4.400000095367432,4.429999828338623,4.429999828338623,17742773
2022-01-10,4.449999809265137,4.449999809265137,4.389999866485596,4.429999828338623,4.429999828338623,12205157
2022-01-11,4.429999828338623,4.489999771118164,4.420000076293945,4.440000057220459,4.440000057220459,13005861
2022-01-12,4.409999847412109,4.429999828338623,4.340000152587891,4.400000095367432,4.400000095367432,15652523
2022-01-13,4.420000076293945,4.46999979019165,4.380000114440918,4.400000095367432,4.400000095367432,10504319
2022-01-14,4.380000114440918,4.400000095367432,4.300000190734863,4.300000190734863,4.300000190734863,13816614
2022-01-17,4.320000171661377,4.349999904632568,4.28000020980835,4.340000152587891,4.340000152587891,6973641
2022-01-18,4.320000171661377,4.449999809265137,4.320000171661377,4.429999828338623,4.429999828338623,15953332
2022-01-19,4.429999828338623,4.53000020980835,4.389999866485596,4.489999771118164,4.489999771118164,20583518
2022-01-20,4.519999980926514,4.579999923706055,4.420000076293945,4.449999809265137,4.449999809265137,13786551
2022-01-21,4.46999979019165,4.46999979019165,4.369999885559082,4.400000095367432,4.400000095367432,9372130
2022-01-24,4.389999866485596,4.510000228881836,4.309999942779541,4.400000095367432,4.400000095367432,12807757
2022-01-25,4.389999866485596,4.389999866485596,4.179999828338623,4.199999809265137,4.199999809265137,16463639
2022-01-26,4.199999809265137,4.329999923706055,4.199999809265137,4.309999942779541,4.309999942779541,9908525
2022-01-27,4.369999885559082,4.380000114440918,4.199999809265137,4.21999979019165,4.21999979019165,10930403
2022-01-28,4.239999771118164,4.260000228881836,4.159999847412109,4.25,4.25,9281310
2022-02-07,4.320000171661377,4.679999828338623,4.289999961853027,4.679999828338623,4.679999828338623,63232850
2022-02-08,4.730000019073486,4.960000038146973,4.619999885559082,4.809999942779541,4.809999942779541,91685006
2022-02-09,4.820000171661377,4.880000114440918,4.699999809265137,4.809999942779541,4.809999942779541,45261919
2022-02-10,4.760000228881836,4.869999885559082,4.71999979019165,4.840000152587891,4.840000152587891,44099997
2022-02-11,4.800000190734863,4.900000095367432,4.730000019073486,4.739999771118164,4.739999771118164,32850837
2022-02-14,4.769999980926514,4.809999942779541,4.71999979019165,4.739999771118164,4.739999771118164,26765869
2022-02-15,4.75,5.130000114440918,4.670000076293945,4.889999866485596,4.889999866485596,80173984
2022-02-16,4.800000190734863,5.139999866485596,4.769999980926514,5.0,5.0,69170963
2022-02-17,4.949999809265137,5.0,4.809999942779541,4.860000133514404,4.860000133514404,47192886
2022-02-18,4.769999980926514,5.019999980926514,4.739999771118164,4.980000019073486,4.980000019073486,51008033
2022-02-21,4.929999828338623,4.989999771118164,4.889999866485596,4.949999809265137,4.949999809265137,34908923
2022-02-22,4.920000076293945,5.150000095367432,4.880000114440918,4.889999866485596,4.889999866485596,51914314
2022-02-23,4.909999847412109,4.940000057220459,4.75,4.789999961853027,4.789999961853027,39178531
2022-02-24,4.75,4.829999923706055,4.460000038146973,4.550000190734863,4.550000190734863,46074689
2022-02-25,4.610000133514404,4.840000152587891,4.570000171661377,4.599999904632568,4.599999904632568,36157899
2022-02-28,4.579999923706055,4.650000095367432,4.53000020980835,4.630000114440918,4.630000114440918,19452960
2022-03-01,4.690000057220459,4.880000114440918,4.630000114440918,4.75,4.75,31452551
2022-03-02,4.710000038146973,4.800000190734863,4.679999828338623,4.739999771118164,4.739999771118164,20469726
2022-03-03,4.760000228881836,4.809999942779541,4.71999979019165,4.789999961853027,4.789999961853027,25689553
2022-03-04,4.739999771118164,4.75,4.639999866485596,4.659999847412109,4.659999847412109,22007753
2022-03-07,4.710000038146973,4.889999866485596,4.659999847412109,4.739999771118164,4.739999771118164,34726659
2022-03-08,4.739999771118164,4.96999979019165,4.659999847412109,4.75,4.75,51965295
2022-03-09,4.670000076293945,5.019999980926514,4.670000076293945,4.980000019073486,4.980000019073486,92455673
2022-03-10,5.059999942779541,5.070000171661377,4.800000190734863,4.889999866485596,4.889999866485596,76278445
2022-03-11,4.829999923706055,4.849999904632568,4.590000152587891,4.769999980926514,4.769999980926514,51843751
2022-03-14,4.760000228881836,4.96999979019165,4.710000038146973,4.769999980926514,4.769999980926514,46021137
2022-03-15,4.71999979019165,4.889999866485596,4.559999942779541,4.760000228881836,4.760000228881836,70620216
2022-03-16,4.800000190734863,4.829999923706055,4.539999961853027,4.829999923706055,4.829999923706055,67152198
2022-03-17,4.860000133514404,4.929999828338623,4.739999771118164,4.75,4.75,55376567
2022-03-18,4.75,5.059999942779541,4.710000038146973,5.050000190734863,5.050000190734863,91025126
2022-03-21,4.949999809265137,5.039999961853027,4.900000095367432,4.989999771118164,4.989999771118164,66791429
2022-03-22,4.949999809265137,5.150000095367432,4.929999828338623,4.960000038146973,4.960000038146973,68466704
2022-03-23,4.920000076293945,4.989999771118164,4.809999942779541,4.869999885559082,4.869999885559082,45172706
2022-03-24,4.809999942779541,4.849999904632568,4.679999828338623,4.679999828338623,4.679999828338623,38728976
2022-03-25,4.679999828338623,4.760000228881836,4.659999847412109,4.730000019073486,4.730000019073486,23378189
2022-03-28,4.739999771118164,5.199999809265137,4.659999847412109,5.199999809265137,5.199999809265137,66926450
2022-03-29,5.260000228881836,5.480000019073486,5.050000190734863,5.099999904632568,5.099999904632568,136260289
2022-03-30,5.159999847412109,5.550000190734863,5.070000171661377,5.360000133514404,5.360000133514404,122601645
2022-03-31,5.460000038146973,5.900000095367432,5.260000228881836,5.679999828338623,5.679999828338623,173903283
2022-04-01,5.489999771118164,5.559999942779541,5.269999980926514,5.289999961853027,5.289999961853027,112372044
2022-04-06,5.349999904632568,5.820000171661377,5.289999961853027,5.820000171661377,5.820000171661377,114511373
2022-04-07,6.130000114440918,6.400000095367432,5.929999828338623,6.400000095367432,6.400000095367432,140216302
2022-04-08,6.900000095367432,7.039999961853027,6.78000020980835,7.039999961853027,7.039999961853027,60029399
