,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,平均趋向指数,平均趋向指数的趋向指数,阿隆指标down,阿隆指标up,顺势指标,钱德动量摆动指标,动向指标或趋向指标,资金流量指标,下升动向值,上升动向值 DMI,上升动向值,价格震荡百分比指数,变动率指标,相对强弱指数,终极波动指标,威廉指标,累积/派发线,震荡指标,能量潮,真实波动幅度均值,归一化波动幅度均值,真正的范围,加权收盘价,希尔伯特变换-主导周期,两只乌鸦,三只乌鸦,三内部上涨和下跌,三线打击,三外部上涨和下跌,南方三星,三个白兵,弃婴,大敌当前,捉腰带线,脱离,收盘缺影线,藏婴吞没,反击线,乌云压顶,十字,十字星,蜻蜓十字/T形十字,吞噬模式,十字暮星,暮星,向上/下跳空并列阳线,墓碑十字/倒T十字,锤头,上吊线,母子线,十字孕线,风高浪大线,陷阱,修正陷阱,家鸽,三胞胎乌鸦,颈内线,倒锤头,反冲形态,由较长缺影线决定的反冲形态,梯底,长脚十字,长蜡烛,光头光脚/缺影线,相同低价,铺垫,十字晨星,晨星,颈上线,刺透形态,黄包车夫,上升/下降三法,分离线,射击之星,短蜡烛,纺锤,停顿形态,条形三明治,探水竿,跳空并列阴阳线,插入,三星,奇特三河床,向上跳空的两只乌鸦,上升/下降跳空三法,elapsed,aroon_up_dates,aloon_shift-1,days_in_position
1618,600833.SH,20150721,17.6,19.49,17.29,19.13,18.1,1.03,5.69,114676.62,213840.158,39.06367858069683,37.0976498396398,84.0,22.0,103.60646278130416,-7.65412077047887,20.664589266768065,62.6829109578835,36.51377305309476,10.931187445864431,-1.5700000000000005,-24.17125799259249,-7.58454106280193,46.17293961476056,59.88138855174899,-14.421052631578958,11201026.653449662,140766.90645392425,14843013.809999982,2.1383687249758307,11.178090564431944,2.1999999999999997,18.76,30.978052145587696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,20.0,
1617,600833.SH,20150722,19.0,21.04,18.3,20.71,19.13,1.58,8.26,124075.52,242829.664,37.02238739865835,36.74412544852818,82.0,20.0,152.81841623578777,1.110857380780239,10.48560203215818,70.12115871736805,33.237686248545145,10.1503883425884,2.080000000000002,-20.166628982011893,11.164787976382184,50.55542869039012,62.21330835248212,-3.2868525896414176,11295215.369362071,165047.16213301197,14967089.32999998,2.181342387477557,10.532797621813408,2.7399999999999984,20.19,31.15065345856632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,18.0,
1616,600833.SH,20150723,20.75,21.5,20.31,20.83,20.71,0.12,0.58,103198.96,214799.734,34.919717276666105,36.445164771683885,80.0,18.0,154.09274440230027,1.765034154268022,7.585005690766955,76.9296827389102,31.899064971672196,9.425360603832086,4.059999999999999,-15.81569115815694,24.209898628503268,50.88251707713402,59.93224836953344,-6.380952380952397,11282207.097093165,155836.71081316657,15070288.289999982,2.110532216943446,10.132175789454854,1.1900000000000013,20.8675,30.70258535631041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,-1,-1,16.0,
1615,600833.SH,20150724,20.95,21.12,19.55,19.79,20.83,-1.04,-4.99,184827.97,373833.18,33.26182213932264,36.42457407778485,78.0,16.0,106.92071835304424,-4.15279904818332,11.70918535385756,71.19864626238093,32.792592069640534,9.51212056070122,4.699999999999999,-10.927525469657937,31.146454605699137,47.92360047590834,63.1179439990146,-16.285714285714295,11153887.041488066,97072.71659768371,14885460.319999982,2.0719227728760568,10.469544077190788,1.5700000000000005,20.0625,29.753490990220268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,14.0,
1614,600833.SH,20150727,19.0,19.92,17.81,17.81,19.79,-1.98,-10.01,95122.82,181059.976,32.34747444594212,36.810270465633984,76.0,14.0,48.44720496894422,-14.36316440945167,20.46095443199533,68.21919879288085,36.40104946319839,10.572683377793991,4.229999999999999,-7.311193896049621,31.14874815905744,42.818417795274165,57.04385167399957,-35.14285714285715,11058764.221488066,33941.75654610619,14790337.49999998,2.0746425748134816,11.64875112191736,2.110000000000003,18.3375,28.54582204842501,0,0,0,0,-100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,12.0,
1613,600833.SH,20150728,16.04,18.3,16.04,16.55,17.81,-1.26,-7.07,102463.29,171266.099,32.054944119874314,37.524988397544085,74.0,12.0,-14.807683491495895,-20.189705328651645,28.252049880992804,64.34101971583527,39.64198284096452,11.587491707951562,4.33,-4.98561937940538,35.43371522094927,39.90514733567418,51.0084527682476,-47.14285714285714,11002545.42520488,-12857.958342017606,14687874.209999982,2.087882390898233,12.615603570382072,2.2600000000000016,16.86,27.54894970699625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,10.0,
1612,600833.SH,20150729,17.1,17.86,16.23,17.77,16.55,1.22,7.37,87586.89,148504.515,31.783308817097065,37.79986891241795,72.0,10.0,-18.31128392368849,-12.227669917231786,28.252049880992804,63.8106655323256,37.39621007270475,10.759813728812166,4.33,-2.4740551105238926,32.217261904761905,43.8861650413841,52.94482344920268,-48.44155844155845,11080460.14330304,-6043.344279378653,14775461.099999985,2.055176505834073,11.565427719944138,1.629999999999999,17.4075,26.96143209768885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,8.0,
1611,600833.SH,20150730,17.8,17.97,16.88,16.98,17.77,-0.79,-4.45,122786.73,214193.705,31.466853440517287,37.62237324269632,70.0,8.0,-32.00345050679315,-16.10339671945003,27.352933544980186,57.92864639268582,35.930340429468785,9.991255605325582,2.200000000000001,-0.6494466503337296,14.884979702300406,41.94830164027499,46.60989853257047,-64.66380543633761,10980203.0885324,-34606.12465537712,14652674.369999982,1.9862353268459247,11.697498980246907,1.09,17.2025,26.673234024257283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,6.0,
1610,600833.SH,20150731,16.23,16.97,15.86,16.14,16.98,-0.84,-4.95,69675.73,114336.224,31.512507681443687,37.22157578378216,68.0,6.0,-84.84616226869589,-20.14128876715739,32.10601281348689,53.32688018211872,38.2226786092044,10.297594490659469,-0.120000000000001,1.7697360357047105,-0.7380073800738018,39.9293556164213,37.38693914992233,-76.68097281831186,10945679.07817204,-54129.79950063862,14582998.639999982,1.9243613749283592,11.922932930163316,1.120000000000001,16.2775,26.4666880484838,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-100,-200,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,4.0,
1609,600833.SH,20150803,16.1,16.1,14.53,14.55,16.14,-1.59,-9.85,73625.6,111126.41,31.96296073061679,37.10334312367095,66.0,4.0,-128.5644243969404,-27.27621252455352,37.81885036986712,45.34300904556323,40.90650698992058,10.892052027040934,-3.34,3.303263465110044,-18.669647847959748,36.36189373772324,32.26072401068966,-99.42775393419168,10873929.289637009,-80025.34469842352,14509373.039999982,1.901906991004905,13.071525711373916,1.6100000000000012,14.9325,26.214323035337365,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,
1608,600833.SH,20150804,14.81,16.01,14.81,16.01,14.55,1.46,10.03,74273.4,114712.593,32.381238561991815,37.18590875894148,64.0,2.0,-94.8503238149001,-16.944173384276432,37.81885036986713,50.53617727183363,38.62566004819789,10.114048310823724,-0.0899999999999998,4.101202082913044,-0.5590062111801242,41.52791330786179,40.6985361417081,-78.54077253218881,10948202.689637007,-59711.5000340268,14583646.439999985,1.870342205933126,11.682337326253128,1.4600000000000009,15.71,26.0069764976121,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
1607,600833.SH,20150805,16.3,16.72,15.8,16.09,16.01,0.08,0.5,93301.45,151763.863,32.28219820266161,36.89726818169376,62.0,0.0,-69.68134211950463,-16.386649112939864,30.99467353136902,56.32780484271781,37.217441953203526,9.39161628862203,0.0300000000000011,4.747378166309953,0.1867995018679957,41.80667544353007,44.40442542465664,-77.6183644189383,10913721.718984831,-56944.19060300663,14676947.889999982,1.8024606197950452,11.202365567402396,0.9199999999999982,16.174999999999997,25.926571708825342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0.0,
1606,600833.SH,20150806,15.7,16.35,15.39,16.09,16.09,0.0,0.0,55944.3,89589.623,32.33747525875995,36.40823420103335,60.0,0.0,-75.90413142086535,-16.386649112939867,33.0560769880384,51.5585027660591,37.43354798410736,9.130786553720457,-1.1900000000000013,4.342957935503629,-6.8865740740740815,41.80667544353007,49.15061632767871,-77.6183644189383,10939362.856484832,-42476.82112186216,14676947.889999982,1.7422848612382569,10.828370797005944,0.9600000000000009,15.98,25.70872014951513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,22.0,
1605,600833.SH,20150807,16.13,17.45,16.13,17.38,16.09,1.29,8.02,107708.13,181404.53,31.63366689686982,35.34867273878332,58.0,22.0,-25.781035272560725,-6.859410258298254,22.48415819229813,50.60728064677229,35.31317086646516,8.478587514168996,-0.7200000000000024,2.979157052761064,-3.977900552486202,46.57029487085087,48.56091856013117,-59.11047345767576,11035647.396939378,-2060.832451140508,14784656.019999985,1.7149787997212385,9.867542000697576,1.3599999999999994,17.085,25.141742051886716,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,
1604,600833.SH,20150810,17.5,19.12,17.5,19.12,17.38,1.74,10.01,133864.34,243761.118,29.97427103592998,33.49832921729417,56.0,20.0,46.09066740218082,4.496627274771875,8.402124843712075,51.28195894865972,32.75666485897734,7.872974120299783,-0.009999999999998,1.573532224134599,-0.0522739153162477,52.248313637385934,57.64827409416381,-34.146341463414615,11169511.736939378,57253.52859153226,14918520.359999985,1.7167660283125787,8.978901821718507,1.740000000000002,18.715000000000003,24.33710823654773,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,
1603,600833.SH,20150811,19.4,20.12,18.8,19.26,19.12,0.14,0.73,158689.26,310748.554,27.898959144789277,31.40933821072769,54.0,18.0,88.1471563376693,5.368023010142346,0.9199045599600706,52.3856090721649,30.927454529532444,7.310618825992655,-1.4499999999999993,0.3496847911740866,-7.001448575567359,52.68401150507117,56.50499117087109,-32.13773314203728,11121424.082393924,61013.01088165864,15077209.619999982,1.688425597718823,8.766488046307492,1.3200000000000005,19.36,23.467798979218237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,16.0,
1602,600833.SH,20150812,19.0,20.41,18.7,19.83,19.26,0.57,2.96,209862.85,412401.229,25.992580307249604,29.62720122328612,52.0,16.0,113.15702880102528,9.008264320098796,1.2096554192339182,55.710639065166575,28.692163251431268,6.78843176699318,-1.0,-0.0750834883564896,-4.800768122899668,54.5041321600494,63.6977320646411,-19.57511380880125,11188923.829469947,78481.5358080212,15287072.469999982,1.689966626453193,8.5222724480746,1.7100000000000009,19.6925,22.63715189982912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,
1601,600833.SH,20150813,19.88,21.31,19.28,21.13,19.83,1.3,6.56,242375.57,490980.769,24.687241843815023,28.51735814487857,50.0,14.0,154.26802597489996,16.863135743175253,7.717841819165469,70.25721787872367,26.265240570779795,6.303543783636524,1.34,0.1490580410769847,6.771096513390607,58.43156787158762,66.14115268372734,-2.654867256637164,11388316.539765514,141936.20057121292,15529448.039999982,1.714254724563679,8.112895052360052,2.0299999999999976,20.7125,21.90221580842143,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,
1600,600833.SH,20150814,21.2,22.48,20.8,21.58,21.13,0.45,2.13,218874.77,475456.304,24.03174929066878,28.043346705271546,48.0,12.0,160.9852271465069,19.455100082544732,15.510346099767636,78.41516373222855,24.4240124979694,5.853290656233916,3.77,0.1712649137198511,21.16788321167884,59.72755004127237,67.33579550354423,-11.320754716981156,11372682.627622657,150017.20951331593,15748322.809999982,1.711807958523416,7.9323816428332545,1.6799999999999995,21.61,21.2599525440921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10.0,
1599,600833.SH,20150817,21.6,23.74,21.1,23.74,21.58,2.16,10.01,198015.07,443632.293,23.961382573341357,27.87234569521921,46.0,10.0,157.75058865943373,30.63419699874309,23.046615248084777,85.06154957298115,21.83380284362468,5.435198466502921,7.189999999999998,1.372357999068119,43.44410876132929,65.31709849937154,73.67970999468209,-0.0,11570697.697622657,202689.9436702393,15946337.879999982,1.7781073900574575,7.489921609340596,2.639999999999997,23.08,20.68531895902592,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,
1598,600833.SH,20150818,24.01,24.86,21.37,21.37,23.74,-2.37,-9.98,231622.64,525454.16,24.32845693461013,27.89765518756371,44.0,8.0,119.18387310903816,12.228542111629968,29.1004236311043,73.07119938098799,18.96972325158909,5.046970004609856,3.6000000000000014,2.6612052770153194,20.25886325267305,56.11427105581498,57.67268658179354,-33.78509196515003,11339075.057622656,132113.4091280494,15714715.239999982,1.9003854336247816,8.892772267780916,3.4899999999999984,22.2425,20.195999207391115,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,
1597,600833.SH,20150819,19.5,22.45,19.23,21.57,21.37,0.2,0.94,207764.55,421487.129,23.384553553091468,27.44853061726758,42.0,6.0,66.15493384506608,13.338198304721486,11.113809593348789,69.0618800620061,24.44572801008333,6.826472147137723,4.59,5.0380827633046525,27.031802120141336,56.66909915236074,57.89019593156467,-31.848983543078404,11433278.859796569,121204.81758630276,15922479.789999982,1.9946436169372972,9.2473046682304,3.219999999999999,21.205,19.78324485793964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,4.0,
1596,600833.SH,20150820,20.71,21.21,19.41,19.41,21.57,-2.16,-10.01,137528.66,278664.143,22.508071841681275,27.235516286149032,40.0,4.0,29.87614530122441,-1.1909539405712832,11.113809593348789,66.4557080930028,22.56598138862276,6.338866993770743,3.27,5.841317694997318,20.26022304832713,49.40452302971436,53.21984327436,-52.75895450145208,11295750.199796569,61964.47308410518,15784951.129999982,2.006454787156062,10.33722198431768,2.16,19.86,19.388537853157857,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,
1595,600833.SH,20150821,18.8,19.02,17.47,17.51,19.41,-1.9,-9.79,122611.51,222547.328,21.120542833489463,26.75089069774064,38.0,2.0,-40.63465031789285,-11.890629338360691,3.0826657269959274,64.79265193990645,27.926474772163317,7.826090779929977,2.960000000000001,6.158771333868547,20.343642611683844,44.05468533081966,48.53107546645786,-73.13432835820893,11179467.02579657,-4902.538947166875,15662339.619999982,2.0017080166449146,11.431799067075469,1.9400000000000013,17.877499999999998,19.051423076699912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
1594,600833.SH,20150824,16.8,16.8,15.76,15.76,17.51,-1.75,-9.99,61513.82,97860.311,20.580896858219607,26.43154753044061,36.0,0.0,-107.191860195615,-20.436510500065875,13.565499179711493,62.39042124787965,32.323989214919195,8.977084295649263,-0.2500000000000018,6.344354722124641,-1.5615240474703418,39.78174474996706,40.97688540275413,-96.09292502639916,11117953.20579657,-51384.11941930838,15600825.799999982,1.9837288725988491,12.587112135779504,1.7500000000000018,16.02,18.814397721240283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
1593,600833.SH,20150825,14.18,15.01,14.18,14.18,15.76,-1.58,-10.03,124431.18,178263.857,20.67971003899837,26.50859264887916,34.0,0.0,-148.34737524303304,-27.293185849475694,21.96428138912225,58.5477141584084,36.23096962567522,9.915863988817172,-1.91,5.768736943652053,-11.870727159726536,36.35340707526215,37.49221139326752,-100.0,10993522.02579657,-105319.76693797484,15476394.619999982,1.954891095984646,13.786255966041228,1.58,14.3875,18.60932874746485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
1592,600833.SH,20150826,14.6,15.32,13.2,14.3,14.18,0.12,0.85,128280.36,186363.932,21.111197646172545,26.37243227152118,32.0,0.0,-141.21125446283676,-26.402215414757507,26.720536539436814,57.32437103115006,37.00058771109617,10.187587989615944,-1.7899999999999991,4.646728080876,-11.124922311995022,36.79889229262125,32.31188499648919,-90.56603773584904,10998362.794098455,-116269.58128701337,15604674.979999982,1.9666845891286,13.753039084815384,2.120000000000001,14.28,18.42192116933998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0.0,
1591,600833.SH,20150827,14.7,15.73,14.21,15.73,14.3,1.43,10.0,87772.34,130140.719,21.26994689337659,25.62210896465329,30.0,0.0,-102.52525252525253,-15.98394802601741,23.333687107029263,56.85063536661104,34.924274289125755,9.459903133214809,-1.6499999999999986,4.128762115286451,-9.493670886075943,42.0080259869913,40.36985166992477,-78.30188679245282,11086135.134098455,-82251.52613098174,15692447.319999982,1.9347785470479852,12.2999271903877,1.5199999999999996,15.35,18.3115577234599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
1590,600833.SH,20150828,16.19,17.2,15.88,17.18,15.73,1.45,9.22,107109.24,176851.99,20.593280165679783,24.24611965523453,28.0,0.0,-52.70275117471933,-6.406989268410372,11.796612705621245,56.167470982221865,32.99585232042699,8.784195766556607,-1.9400000000000013,3.712986169126465,-10.146443514644352,46.796505365794815,38.931717419325096,-65.86620926243567,11189998.639553005,-27810.158546978608,15799556.559999982,1.9015800794017008,11.06856856461991,1.4699999999999989,16.86,18.277266408164635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,4.0,
1589,600833.SH,20150831,17.0,17.0,15.5,15.55,17.18,-1.63,-9.49,88803.99,145196.734,20.124850011360856,23.05871515930523,26.0,4.0,-62.09144516549626,-14.912488990470257,14.03525800521479,51.06574950624992,32.33552373560594,8.536753211802564,-3.710000000000001,2.0500515215056634,-19.26272066458983,42.54375550476487,38.81027921248531,-79.84562607204116,11107114.915553004,-29382.58775833994,15710752.569999982,1.885752930873008,12.127028494360175,1.6799999999999995,15.9,18.29258473545326,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2.0,
1588,600833.SH,20150901,15.3,15.3,14.0,14.0,15.55,-1.55,-9.97,100853.0,144341.551,20.287859578390584,22.48755071110281,24.0,2.0,-87.1270104049201,-22.156934103549556,22.40698394977704,44.0641293375422,36.16751108272889,9.426985125245238,-5.829999999999998,-0.682244212912549,-29.39989914271306,38.92153294822523,38.02807009713861,-93.13893653516296,11006261.915553004,-59444.30082132295,15609899.569999982,1.861770578667793,13.29836127619852,1.5500000000000007,14.325,18.305276667800616,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
1587,600833.SH,20150902,12.8,14.69,12.76,13.19,14.0,-0.81,-5.79,76599.61,105963.541,20.881401867681078,22.456575579174928,22.0,0.0,-94.09688803336545,-25.716285946121896,28.59745162845744,34.91507026965831,38.24138959918017,9.99362904487058,-7.939999999999999,-4.968673605316741,-37.57690487458589,37.14185702693905,38.43331758725373,-96.44628099173552,10963794.774257667,-79850.51923002675,15533299.959999982,1.8666441087629504,14.151964433380972,1.93,13.4575,18.189693678060973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
1586,600833.SH,20150907,13.58,14.4,13.22,13.71,13.19,0.52,3.94,70739.37,98520.756,21.432548279165097,22.696965426253225,20.0,0.0,-80.61420345489441,-21.863906202616462,28.59745162845743,27.20678894790546,36.425115333482346,9.279798398808394,-7.869999999999997,-7.790898617511551,-36.46895273401297,39.06804689869177,41.901805760070765,-92.1487603305785,10951805.050528854,-84754.29165366292,15604039.32999998,1.8197409581370252,13.273092327768238,1.2100000000000009,13.760000000000002,17.934521351443802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.0,
1585,600833.SH,20150908,13.87,15.08,13.5,15.08,13.71,1.37,9.99,86404.46,123960.881,21.500753023926155,22.914604979268145,18.0,0.0,-56.42096471079551,-12.116088615764948,22.38741470581987,18.84442089775975,34.1446334852111,8.616955656036366,-8.659999999999998,-10.529672644210104,-36.478517270429656,43.94195569211752,45.34481536868624,-80.82644628099173,11038209.510528857,-51563.11658572592,15690443.789999982,1.802616603984381,11.953691007853983,1.58,14.685,17.677278677701935,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
1584,600833.SH,20150909,15.48,16.18,15.31,16.06,15.08,0.98,6.5,113166.14,178775.821,20.88572755273905,22.13514055291526,16.0,0.0,-6.098209773096016,-5.608482016537897,12.89039642730668,28.588799668432195,32.613734627860715,8.00145882346234,-5.310000000000002,-12.128933196848998,-24.847917641553583,47.195758991731054,45.52038824211865,-65.94427244582045,11120157.405011613,-7223.022487444803,15803609.929999985,1.7524297036997822,10.911766523659914,1.0999999999999996,15.9025,17.59392631297726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,70.0,
1583,600833.SH,20150910,15.67,16.14,15.3,15.33,16.06,-0.73,-4.55,82184.39,129343.836,20.31935582861877,21.413713835150023,14.0,70.0,-1.2147665124104643,-9.808031346564055,12.956523415055187,32.62840400907734,31.49630174583856,7.439926050357887,-6.24,-13.330445471239855,-28.929068150208625,45.09598432671797,37.34462228245347,-69.58579881656806,11043843.32858304,-12709.006266560404,15721425.539999982,1.6872561534355122,11.0062371391749,0.8399999999999999,15.525,17.719810146155446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,68.0,
